Title,Text,URL
"Duas pessoas perdem a vida em queda de avioneta após perder a asa, em Bragança","As duas vítimas são um conhecido empresário de Bragança e um jovem piloto da TAP. A aeronave terá perdido uma asa durante um voo, este sábado, em Varge, Bragança.
As vítimas seguiam a bordo de um monomotor que se despenhou, este sábado ao fim da tarde, nas imediações do aeródromo de Bragança. A avioneta tinha sido adquirida recentemente pelo Aeroclube de Bragança, terá perdido uma asa antes de explodir e cair sobre o solo.
As vítimas são dois pilotos: André Bessa, de 26 anos, que começara recentemente a trabalhar como piloto da TAP, e Horácio Sousa, de 60 anos, piloto experiente e um conhecido empresário de Bragança, proprietário de um hipermercado na localidade.
A aeronave, um “ULM Sport Cruiser” de dois lugares foi comprado em novo, em janeiro, e custou 55 mil euros.",https://arquivo.pt/wayback/20190319073554mp_/https://bombeiros24.pt/duas-pessoas-perdem-a-vida-em-queda-de-avioneta-apos-perder-a-asa-em-braganca/
Bruno Garcia tirou a vida à mulher porque “O lugar dela é em casa”,"Bruno Garcia tirou a vida à mulher com quem partilha dois filhos. A relação deles já durava há 12 anos.
A companheira de Bruno Garcia, que apesar do nome aparentar ser português, tem nacionalidade francesa, e era “completamente apaixonada” por ele, mesmo com todos os maus tratos que começaram por ser psicológicos mas rapidamente passaram para os físicos.
“As agressões viriam mais tarde”, explicou a mesma fonte, acrescentando que Julie se queixava regularmente que vivia numa “prisão dourada”.
Segundo revelou a amiga de Julie, Bruno defendia que o lugar da mulher era em casa, a tratar do lar e dos filhos, neste caso dois, um de oito e outro de dez anos. As discussões podiam começar com coisas simples como um copo fora do lugar.
“Ele era contra ela trabalhar. Apenas pôde arranjar trabalho quando saiu de casa. Os últimos 10 anos dedicou-se apenas a eles os três, os filhos e o marido. Toda a sua vida girava em torno deles.” referiu ainda a amiga.

Bruno expulsava regularmente a mulher de casa, e a última vez que isso tinha acontecido foi em setembro, e foi aí que a mulher decidiu não regressar mais a casa.
Os filhos ficaram com o pai, e o casal estava atualmente a negociar o acordo parental, até ao momento de Bruno surpreender Julie com uma arma, próximo da casa onde ela atualmente vivia.",https://arquivo.pt/wayback/20190319073554mp_/https://bombeiros24.pt/bruno-garcia-tirou-a-vida-a-mulher-porque-o-lugar-dela-e-em-casa/
Jovem de 16 anos perde a vida em acidente de mota na A4,"Para além da vítima de 16 anos, um outro jovem, de 17, ficou com ferimentos ligeiros. O despiste aconteceu durante o final da tarde.
Um jovem de 16 anos perdeu a vida ao final da tarde deste sábado, dia 16 de março, na sequência de um despisto de mota na Autoestrada 4 (A4), em Paredes, no Porto.
De acordo com fonte dos Bombeiros Voluntários de Paredes, a ocorrência deu-se no sentido Porto-Amarante, ao quilómetro 34,5 e provocou ainda um ferido ligeiro, um adolescente de 17 anos. A vítima ligeira acabou por ser transportada para o Hospital Padre Américo para receber o tratamento médico necessário.",https://arquivo.pt/wayback/20190319073554mp_/https://bombeiros24.pt/jovem-de-16-anos-perde-a-vida-em-acidente-de-mota-na-a4/
Moradora mora ao lado do cemitério: “Qualquer dia ainda entra aqui um funeral em casa”,"Habitante de Amares contra alargamento do cemitério. Moradia tem agora vista direta para campas.
As traseiras do cemitério de Bico, em Amares, estão, há mês e meio, ‘abertas’ para a casa de Rosa Fernandes. O muro de delimitação foi demolido para o alargamento que a moradora contesta.
Rosa Fernandes garante que a Junta de Freguesia de Bico não cumpre a lei do afastamento obrigatório de dez metros das habitações e já deu entrada com um processo em tribunal. Quer travar o avanço da obra. Mas até que haja decisão, Rosa e a família são forçados a olhar para campas e jazigos sempre que saem às varandas. A Junta garante que está tudo legal.
“Há mês e meio que não faço mais nada se não chorar. Estou revoltada. Vivo aqui há 25 anos e fui informada pela imprensa local do alargamento do cemitério. Um alargamento que praticamente entra pelas portas da minha casa e nem tiveram a decência de falar comigo”, revela.
Rosa Fernandes não se conforma com a decisão da Junta. Diz que, além de ter tido uma “atitude prepotente” com os confrontantes, a autarquia está a agir contra a lei. “Se não deixarem os dez metros a que são obrigados por lei, qualquer dia estou a almoçar ou a jantar no terraço com a minha família e tenho um funeral a entrar-me em casa”, desabafa.",https://arquivo.pt/wayback/20190319072939mp_/https://bombeiros24.pt/moradora-mora-ao-lado-do-cemiterio-qualquer-dia-ainda-entra-aqui-um-funeral-em-casa/
"Mãe incendeia carro com filha de 10 anos lá dentro e deixa carta de despedida, em Sesimbra","Corpos das vítimas encontrados dentro da viatura pertenciam à mãe de 41 anos e à filha de 10 anos.
Um carro consumido pelas chamas foi encontrado ao início da noite desta quinta-feira, dia 7 de março, numa zona de mato perto de um bairro residencial, junto à Lagoa de Albufeira, concelho de Sesimbra.
Os operacionais dos bombeiros foram alertados para a ocorrência e, enquanto extinguiam as chamas, depararam-se com dois corpos dentro da viatura. O alerta foi dado pelas 19:50 e para o local foram enviados doze elementos dos Bombeiros Voluntários de Sesimbra, acompanhados por cinco viaturas, bem como uma Viatura Médica de Emergência e Reanimação (VMER) do Hospital de Setúbal, a GNR e a Polícia Judiciária.

Sabe-se que os corpos das vítimas encontradas dentro da viatura consumida pelas chamas pertenciam a uma mulher com 41 anos e à sua filha de dez. O marido da vítima encontrou uma carta de despedida da mulher durante o dia de quinta-feira e, por volta das 15:00, deu o alerta do desaparecimento da sua esposa e da criança no posto da GNR da Costa de Caparica.
De acordo com o que o marido revelou às autoridades, a mulher estaria com uma depressão há algum tempo devido ao facto da empresa onde trabalhava ter falido, deixando-a sem emprego.",https://arquivo.pt/wayback/20190319073554mp_/https://bombeiros24.pt/mae-incendeia-carro-com-filha-de-10-anos-la-dentro-e-deixa-carta-de-despedida-em-sesimbra/
Jovem dá à luz 45 minutos depois de descobrir que estava grávida,"Emmalouise Leggate, de 19 anos, ficou chocada quando acordou com barriga de grávida – e deu à luz apenas 45 minutos depois.
Emmalouise tomava a pílula e diz que não tinha ideia de que estava grávida. Ela não sentiu nenhum enjoo matinal ou desejo por comida durante a gravidez, nem nunca sentiu o bebé a mexer-se, e culpou os períodos que faltavam por estar a tomar a pílula anticoncepcional.
A adolescente foi para a cama com uma barriga lisa e acordou na manhã seguinte, a 17 de julho, para encontrar uma barriga de bebé cheia. Em 45 minutos, Emmalouise deu à luz o seu segundo filho, uma menina.
Quando ela acordou e percebeu que a sua barriga tinha expandido imenso, Emmalouise ligou para a mãe, Jackie Ford, que ligou para a avó de Emmalouise, Louise. Louise levou o adolescente para o hospital e deixou-a estacionada do lado de fora enquanto corria para conseguir uma parteira.
Quando encontrou alguém, Emmalouise já tinha dado à luz a sua menina, Ciara, no banco de trás do carro.
“O alto na barriga surgiu literalmente do nada naquela manhã”, disse Emmalouise. “Eu tinha acordado e e podia-se ver imediatamente que estava com barriga de grávida.
‘A minha avó só dizia ‘é definitivamente um bebé, mas eu acho que não estás pronta para dar à luz agora por causa da tua altura’”.

“No momento em que entrei no carro, as contrações vinham a cada dois minutos e, pouco tempo depois, rebentaram as águas. Acabámos de estacionar em frente ao hospital e a minha avó só dizia: ‘espere cinco minutos, não podes esperar apenas cinco minutos?’ E eu simplesmente não consegui.”
“O peso estava em todo o meu corpo, mais nos meus braços, pernas e rosto do que em qualquer outro lugar. A minha barriga nunca cresceu.”
Emmalouise e seu parceiro, Sean, descrevem Ciara como um feliz acidente, chamando-a de “a melhor coisa que poderia ter acontecido “, mas eles preferem não ter mais filhos-surpresa.",https://arquivo.pt/wayback/20190411122908mp_/https://bombeiros24.pt/jovem-da-a-luz-45-minutos-depois-de-descobrir-que-estava-gravida/
"“Assassinou a nossa princesa durante o sono”, mãe de Lara quebra silêncio pela primeira vez","Sandra Cristina, a mulher que perdeu a filha e a mãe depois de terem sido assassinadas no Seixal há um mês, quebra o silêncio e recorda os momentos de sofrimento que passou.
Passou-se um mês desde que Pedro Henriques tirou a vida à sogra e à sua filha, de dois anos, na Amora, no Seixal, acabando por pôr termo à vida em Castanheira de Pera, localidade onde era natural.
Numa longa publicação feita nas redes sociais, Sandra Cristina afirma que ainda não tinha conseguido escrever por não conseguir encontrar palavras para descrever a “tamanha beleza como ser humano” da mãe e a sua “grandiosidade e generosidade”.
A mulher relembra as horas de pânico, a raiva, o sofrimento, a angústia que a sua mãe terá sentido “até ao último suspiro”. “Hoje tive um arrepio pelo corpo todo. Olhei para o relógio e eram 8h10m. Foi a essa hora que tudo aconteceu mamusca?! Fui à janela e o céu cinzento começou a descobrir o sol”, escreve.
“O meu cérebro tenta diariamente visualizar como tudo aconteceu. Não tenho a menor dúvida que aquele cobarde te disse que estava ali com a princesa para que lhe abrisses a porta, pois não era suposto deixá-lo entrar em casa.
O teu grito, o único grito que os vizinhos dizem ter ouvido…sempre achei que fosse da dor que sentiste enquanto a lâmina pontiaguda da faca te perfurava. Não, o teu grito nao foi de dor, não lhe ias dar esse prazer… O teu grito foi do susto, da fração de segundos de intervalo entre aperceberes-te que ele estava armado, até dar o primeiro inevitável golpe por te apanhar desprevenida.
Cobarde… psicopata… lobo em pele de cordeiro… como muitos que andam por aí, alguns até bem perto de nós.
Sei que não te deste por vencida. Tentaste lutar uma luta desigual. Tentaste-te defender e evitas-te que fossem mais profundos certos golpes que tinhas no rosto. Mas o que mais me dói é saber que sofreste… e muito… É saber que aquele monstro depois de te ver indefesa, caída no chão, num lago de sangue, ainda fez questão de aguardar uns bons minutos só pelo prazer de te ver sofrer… ainda deve ter esboçado um sorriso, proferido algumas palavras atormentantes e depois sim, deu o golpe final!
Deve-te ter dito que a nossa princesa estava sem vida. Ele sabia que davas a vida por ela, mas quis que soubesses que a tua luta, a nossa luta pelo bem estar da menina tinha sido em vão. Mais do que isso, quis-nos culpar pelo falecimento dela.
Mamusca até sair o resultado da autópsia irei continuar com a ideia que o monstro assassinou a nossa princesa de madrugada, durante o seu sono, provavelmente dopada com algum medicamento, para que não abrisse os olhos e não tivesse consciência de quem lhe estava a fazer mal. Já a trazia sem vida quando aqui veio. Assim, se por algum motivo os seus planos falhassem, o principal estava feito.
Mamusca vou dignificar o teu falecimento, o vosso falecimento. Leve o tempo que levar…
Sabes, hoje as duas pessoas mais importantes da minha vida estiveram em simultâneo comigo no cemitério. Não sei porque razão hoje, só hoje, faltaram-me as palavras. Nao sabia o que te dizer, houve muitos momentos de silêncio , lágrimas em silêncio … com voz no coração. E nesse silêncio o sol que tinha ficado encoberto pelas nuvens regressou.
Escrevi, escrevi, estão aqui tantas palavras mas, na realidade, ainda não foi desta que te escrevi. Tu sabes… Amo-te… Amo-vos.”",https://arquivo.pt/wayback/20190319073554mp_/https://bombeiros24.pt/assassinou-a-nossa-princesa-durante-o-sono-mae-de-lara-quebra-silencio-pela-primeira-vez/
Menina de 5 anos em estado grave após ser atropelada em Albufeira,"Criança de cinco anos foi transportada com máxima urgência para a Unidade Hospitalar de Faro.
Uma menina de 5 anos foi, durante a tarde desta sexta-feira, dia 15 de março, atropelada por um veículo em Santa Eulália, Albufeira. O alerta da ocorrência foi dado pelas 18:17 e, de acordo com fonte dos bombeiros, a menina foi colhida por uma viatura ligeira.
A menina foi transportada com a máxima urgência para o Hospital de faro com ferimentos considerados graves. A avó da criança, uma senhora com 80 anos de idade, também teve que ser auxiliada pelos operacionais de socorro após ter ficado em estado de choque com o sucedido e caído desamparadamente no chão.",https://arquivo.pt/wayback/20190319081656mp_/https://bombeiros24.pt/menina-de-5-anos-em-estado-grave-apos-ser-atropelada-em-albufeira/
"Casal adotou 3 filhos de uma amiga falecida, mas quando voltaram para casa a antiga casa tinha desaparecido","Esta mãe decidiu cuidar de três crianças que ficaram órfãs depois da sua mãe delas perder a vida vítima vítima de cancro, contudo, o que ela não esperava foi a grande recompensa deste ato.
Audrey era uma mãe solteira que passava por um mau momento, por isso, sem entender o que se estava a passar com ela, foi a um hospital para fazer exames, mas antes disso, ela deixou os seus três filhos com os vizinhos, embora não convivessem muito, eles aceitaram.
A sua vizinha, Tisha, tinha cinco filhos, e vivia numa casa pequena, mas não recusou pois Audrey era uma boa pessoa, sincera, e precisava de ajuda séria.
Após uma série de análises, Audrey estava muito nervosa, e o pior veio mesmo a confirmar-se. O diagnóstico identificou a mulher com cancro no estômago e no esófago, e a pior notícia era que não havia cura.
A mãe de três sabia que não tinha muito tempo de vida, e por isso quis garantir que os seus filhos ficassem em boas mãos, numa casa segura e não onde não fossem separados.
Embora Audrey e Tisha não fossem amigas próximas, ela não tinha família e decidiu falar seriamente com a vizinha para pedir-lhe que cuidasse dos seus filhos, e, apesar de Tisha ter cinco filhos, ela e o marido aceitaram o pedido de Audrey.

Tisha tinha crescido num orfanato, e não queria deixar as crianças passarem pelas mesmas coisas que ela. Ela e o marido fizeram todos os possíveis para que se sentissem bem e à vontade. Infelizmente, o cancro da mãe estava tão avançado que, alguns dias depois, ela acabou por falecer. E de sete membros, a família de Tisha e Kevin passou a ficar com 10.
Uma equipa de televisão soube da nobre ação de Tisha e Kevin e decidiram retribuir-lhes com uma incrível surpresa.
A repórter perguntou a Tisha por que tinha decidido ajudar a sua vizinha conhecendo-a tão pouco, ela não hesitou com a sua resposta:
“Eles ainda são crianças. Eu cresci num orfanato e não queria que eles passassem pelo mesmo, eles merecem viver a infância deles. Eles já passaram por muitas coisas e merecem uma família que os ama e um lugar a que possam chamar de lar. Eu não podia perdê-los, embora eu não os tenha carregado no meu ventre, eu carrego-os no meu coração”.
Os quartos dos filhos de Tisha tinham que ser partilhados com os três filhos de Audrey. A casa era muito pequena para tantos membros e fazer uma remodelação, era muito caro.
A equipa de televisão deu-lhes a grande notícia que fariam a remodelação da casa, e a família não conseguia acreditar. A reação deles a olhar para os novos quartos diz tudo sobre o que sentiram.
A casa parecia completamente nova, e também receberam uma grande quantia de dinheiro para comprar comida e uma doação para o filho mais velho tornar-se independente, também lhes ofereceram um carro grande para toda a família.
Veja o antes e o depois desta grande recompensa no seguinte vídeo ao minuto 5:40:

A melhor parte foi o que o casal disse no momento da surpresa, “mas não fizemos nada de especial”, mostrando como é grande o coração de ambos.",https://arquivo.pt/wayback/20190319072939mp_/https://bombeiros24.pt/casal-adotou-3-filhos-de-uma-amiga-falecida-mas-quando-voltaram-para-casa-a-antiga-casa-tinha-desaparecido/
Ouve gritos vindos de casa abandonada e acaba por encontrar a filha desaparecida a sangrar,"Tomar medidas num caso que normalmente requer intervenção policial por norma não é recomendado, contudo, no mundo em que vivemos, às vezes não temos alternativas.
Tal foi o caso com Bethany Arceneaux, uma mãe solteira de 29 anos de Lafayette, Arizona, que foi sequestrada.
Depois de três dias e uma infrutífera busca policial, a família decidiu que era hora de se envolver no caso.
A primeira pista foi um associado da Arceneaux, Derrimetrie Robinson. A testemunha da família sabia que Bethany tinha sido raptada pelo seu ex-namorado, contudo, não tinham ideia de onde estava. Apenas sabiam que estavam a lutar contra o tempo, porque o ex-namorado tinha sido violento com ela anteriormente.
Um colega terá visto Betachn quando a puxaram do carro para um estacionamento. O homem que puxou Betachy foi identificado como sendo o seu ex-namorado e pai do filho de 2 anos de idade. O colega ainda correu para o carro enquanto Bethany gritava para ele levar o filho. Por sorte o colega chegou a tempo para agarrar o filho, mas o ex-namorado conseguiu sair do local com a mulher no carro.
A família começou as suas buscas colando panfletos pela cidade. Foi então que algumas testemunhas se aproximaram deles com informações sobre uma casa abandonada situada perto do campo onde o carro havia sido descoberto.
Seis membros da família de Arceneaux, bem como um vizinho e outro amigo, foram diretamente para a casa. Assim que chegaram, ouviram gritos vindo de dentro – instantaneamente reconheceram a voz como a de Arceneaux.

Os irmãos conseguiram arrombar a porta, e depararam-se com um cenário horrível. À frente deles, o ex-namorado batia em Bethany com toda a força que tinha. Betânia estava cheia de sangue e gritava em pânico, estava prestes a perder a vida.
Sem pensar, um dos membros da família pegou uma arma, que tinham comprado para se defender, e atirou sob ex-namorado, que perdeu a vida no local.
Bethany ficou gravemente ferida, mas sobreviveu e conseguiu recuperar a saúde. De acordo com a CNN, nenhum dos membros da família será acusado, pois dizem que o ato foi em defesa.",https://arquivo.pt/wayback/20190319081656mp_/https://bombeiros24.pt/ouve-gritos-vindos-de-casa-abandonada-e-acaba-por-encontrar-a-filha-desaparecida-a-sangrar/
Mulher transgénero tenta abusar de menina de 10 anos em casa de banho pública,"Uma mulher transgênero, de 18 anos, tentou abusar uma menina de dez anos numa casa de banho de um supermercado, semanas depois de usar o telefone para espiar outra menina numa casa de banho feminina da Asda.
Katie Dolatowski admitiu ter agarrado a menina em Morrisons pelo rosto e que a forçou a entrar num cubículo em Fife, na Escócia.
Dolatowski, que se identifica como sendo uma mulher, mas que a família da vítima acreditava ser um homem, ameaçou esfaquear a mãe da menina e obrigou-a a tirar as calças no supermercado Kirkcaldy.
A jovem vítima gritou para Dolatowski, e este fugiu do local. Mais tarde foi identificado como o agressor, de acordo com o The Sun.
Ela também foi ordenada a realizar 100 horas de trabalho não remunerado.
Na altura da sentença, um erro do tribunal permitiu que a mulher pudesse continuar a apagar o histórico dos seus dispositivos.
Uma assistente social, levantou preocupações de que Dolatowski tenha excluído do seu histórico de mensagens na Internet conversas com menores.
Dolatowski evitou a prisão no mês de janeiro e recebeu uma ordem comunitária de três anos, ficou proibida de ter contato com crianças e registada no registo de atacantes sexuais.
O xerife James Williamson disse: ‘Uma das características preocupantes do relatório sugere que ela tem acedido à Internet e depois tentado esconder com quem esteve em contato’.
Agora, a condição foi anexada ao pedido, o que significa que ela não pode mais excluir o histórico da Internet em qualquer dos seus dispositivo.",https://arquivo.pt/wayback/20190319072939mp_/https://bombeiros24.pt/mulher-transgenero-tenta-abusar-de-menina-de-10-anos-em-casa-de-banho-publica/
"Professor de 70 anos não tem filhos nem esposa, mas os seus alunos expõem a verdade que descobriram","Às vezes, o destino pode surpreender-nos de muitas maneiras, algumas delas podem marcar as nossas vidas para sempre, como aconteceu com Jim O’Connor, um veterano da Guerra do Vietname que agora é um rigoroso professor de matemática. Jim é conhecido por usar cabelos curtos de estilo militar e está sempre alerta aos seus alunos em todos os momentos.
Como ele serviu muitos anos como soldado, ele ainda mantém uma voz de comando que nenhum dos seus alunos se atreve a desafiar e, geralmente, o professor não aprova o nervosismo dos alunos, muito menos um barulho na sala de aula.

Jim, é uma pessoa muito respeitada na Francis High School, na Califórnia, onde ensina álgebra e cálculo. Mesmo o estudante mais rebelde respeita o professor, mas tudo isso mudou quando souberam do outro lado da vida de Jim, algo que os deixou sem palavras.

Fora da escola, Jim é uma pessoa totalmente diferente do que os seus alunos conhecem. Quando as aulas terminam, às 17h00 horas, e aos fins de semana, trabalha como voluntário num hospital infantil em Los Angeles, onde passa a maior parte do seu tempo livre a cuidar de bebes doentes.

Durante mais de 20 anos tem sido voluntário. Tudo começou quando um amigo o convenceu a ajudar na campanha de doação de sangue que se revelou um sucesso.
Por ser do tipo O negativo, é um dador universal. No começo ele começou a visitar o hospital para doar sangue e plaquetas. Desde o primeiro momento em que doou sangue até hoje, já doou 272 litros, e já se tornou um dos principais dadores de sangue daquele hospital.

Depois de algumas visitas ao hospital, Jim começou a observar bebes doentes que se encontravam a lutar pelas suas vidas devido a diferentes doenças. Para sua surpresa, descobriu que ele é muito bom a cuidar deles. Porque não tinha filhos, e desta maneira encontrou uma forma de se sentir pai.
Confessou que adora cuidar de bebes. Toda a equipa do hospital tem muito respeito e carinho por Jim, especialmente porque ele é muito charmoso com as crianças.
No vídeo que vamos mostrar abaixo, pode ver Jim a dar amor e a cuidar de bebes doentes:
",https://arquivo.pt/wayback/20190319072939mp_/https://bombeiros24.pt/professor-de-70-anos-nao-tem-filhos-nem-esposa-mas-os-seus-alunos-expoem-a-verdade-que-descobriram/
Pai atropela e mata acidentalmente criança de 2 anos em Faro,"Uma criança de dois anos perdeu a vida na sequência de um atropelamento acidental pelo pai.
A ocorrência deu-se na passada sexta-feira, dia 15 de março, no quinta da residência da família, em Almancil, distrito de Faro, conta fonte do Comando Geral da GNR.
De acordo com a mesma fonte da GNR, “ao fazer a manobra com o seu veículo no quintal da residência, o pai atropelou acidentalmente o filho de 2 anos de idade”. “O falecimento veio a confirmar-se no hospital de Faro”, afirmou.
De acordo com o Comando Distrital de Operações de Socorro (CDOS) de Faro, o alerta da ocorrência foi dado às autoridades pelas 18:17 e para o local foram mobilizados operacionais dos Bombeiros, INEM e GNR. O menino foi transportado em estado considerado grave para o Hospital de Faro, juntamente com a sua mãe que se sentiu mal com o incidente.",https://arquivo.pt/wayback/20190319073554mp_/https://bombeiros24.pt/pai-atropela-e-mata-acidentalmente-crianca-de-2-anos-em-faro/
Jovem de 25 anos atingido com dois tiros no centro da cidade do Porto,"O jovem de 25 anos foi atingido com dois tiros na sequência de uma discussão.
O jovem, residente em Vila do Conde, foi atingido com dois tiros na zona do abdómen. A ocorrência deu-se após uma discussão durante a madrugada deste sábado, na Rua das Oliveiras, no Porto.
O alerta da ocorrência foi dado por volta das 03:00. Quando as autoridades chegaram ao local, em frente a um estabelecimento de diversão, o jovem já se encontrava a ser assistido pelo INEM. Apresentava ferimentos provocados por uma arma de fogo e várias escoriações na cabeça, acabando por ser transportado para o Hospital de Santo António, no Porto.
De acordo com o que algumas testemunhas afirmaram à PSP, a vítima foi agredida com uma cadeira e depois baleada por um grupo de indivíduos com idades entre os 25 e os 35 anos.",https://arquivo.pt/wayback/20190319073554mp_/https://bombeiros24.pt/jovem-de-25-anos-atingido-com-dois-tiros-no-centro-da-cidade-do-porto/
Empresa portuguesa recruta 20 pessoas para provar chocolate com salário até 1000€ por mês,"Há uma empresa portuguesa que está a recrutar vinte provadores de chocolate e de cacau. As vagas destinam-se para a Zona de Lisboa, Braga e Porto.
Para muitos esta é uma oportunidade de trabalho de sonho, entanto as únicas vinte vagas existentes exigem responsabilidades como:
– Ter a capacidade de saborear diferentes variedades de chocolate e dar uma opinião objetiva e honesta;
– Trabalhar em equipa para partilhar opiniões e chegar a um consenso sobre diferentes ideias;
– Utilizar um vocabulário claro para descrever os produtos e ajudar na descrição de cada um deles;
– Ser consciente nos resultados facultados;
– Conhecer as responsabilidades éticas e legais do cargo, levantando questões e preocupações quando confrontados, e conduta responsável profissional.",https://arquivo.pt/wayback/20190319081656mp_/https://bombeiros24.pt/empresa-portuguesa-recruta-20-provadores-de-chocolate-com-salarios-ate-1000e-por-mes/
Militar de 31 anos ferido com tiro no Alfeite não resistiu aos ferimentos,"Militar encontrava-se num estado de saúde muito grave e ligado a máquinas de suporte de vida. A Polícia Judiciária Militar já abriu um inquérito relativo à ocorrência.
Nelson Barata, o militar da Marinha, de 31 anos, que foi encontrado ferido com arma de fogo na Base Naval do Alfeite, em Almada, acabou por falecer durante a manhã deste domingo no Hospital Garcia da Orta.
O estado de saúde era muito grave, e a única coisa que mantinha Nelson Barata agarrado à vida era uma máquina artificial. A mesma foi desligada já esta manhã, devido a irreversibilidade das lesões na cabeça que o militar apresentava.
Recorde-se que Nelson Barata estava de serviço na fragata Corte-Real. Após colegas o terem encontrado inanimado, pelas 21:00 de sexta-feira, ainda foi assistido pelo INEM, e transportado para o Hospital Garcia da Orta, em Amada. No entanto, não resistiu aos ferimentos causados pela bala e acabou por perder a vida nas instalações do hospital",https://arquivo.pt/wayback/20190411122908mp_/https://bombeiros24.pt/militar-de-31-anos-ferido-com-tiro-no-alfeite-nao-resistiu-aos-ferimentos/
Golfinhos com barbatana cortada dão à costa em Santa Cruz,"Dois golfinhos deram à costa já sem vida, nas praias de Santa Cruz, Torres Vedras, durante o fim-de-semana.
Os animais apresentavam a barbatana cortada, o que está a indignar a população, já que pode indicar terem ficado presos em redes de pesca.
Segundo relatos, os pescadores para não perderem tempo e para não ficarem com as redes estragadas, têm por hábito cortar a barbatana dos golfinhos e assim tirar a vida aos animais.
As autoridades já estão informadas da ocorrência.",https://arquivo.pt/wayback/20190319072939mp_/https://bombeiros24.pt/golfinhos-com-barbatana-cortada-dao-a-costa-em-santa-cruz/
Avião com 157 pessoas a bordo cai pouco depois da descolagem,"Um voo da Ethiopian Airlines com 157 pessoas, 149 passageiros e oito membros da tripulação, despenhou-se este domingo a caminho de Nairóbi, a capital do Quénia, seis minutos após a descolagem.
O Boeing 737 tinha partido de Addis Ababa, capital da Etiópia. A informação foi confirmada à Reuters pela própria empresa de aviação, que avança que a queda aconteceu às 8h44 hora local (5h44 em Portugal), pouco depois de o voo ter descolado.
O primeiro-ministro da Etiópia foi o primeiro a confirmar a queda do avião através do Twitter.
“O Gabinete do Primeiro Ministro, em nome do governo e do povo da Etiópia, gostaria de expressar as mais profundas condolências às famílias daqueles que perderam os seus entes queridos no Boeing 737 da Ethiopian Airlines num voo regular para Nairobi, no Quénia, esta manhã”, disse Abiy Ahmed.
Em comunicado, a companhia confirmou que o avião perdeu contacto com a torre de controlo às 8h44 (hora local), apenas 6 minutos depois de ter descolado.
“Neste momento, as operações de busca e salvamento estão em andamento e não temos informações confirmadas sobre sobreviventes ou possíveis vítimas. Os trabalhadores da Ethiopian Airlines serão enviado para o local do acidente e farão todos o possíveis para ajudar os serviços de emergência”, informou a Ethiopian Airlines.

Accident Bulletin no. 1
Issued on march 10, 2019 at 11:00am
Ethiopian Airlines will release further information as soon as it is available. Updated information will also be on Ethiopian Airlines website at https://t.co/Je7pXoKxHh pic.twitter.com/07wKZHPVPl",https://arquivo.pt/wayback/20190319081656mp_/https://bombeiros24.pt/aviao-com-157-pessoas-a-bordo-cai-pouco-depois-da-descolagem/
